treatment,sub,rep,rfu,time,date,day ,exp.time,exp.date,fluorophore
B,1,3,73843.22,11:15,2/15/17,8,9:58,2/15/17,AMC
E,2,2,73899.04,11:42,2/20/17,13,11:01,2/20/17,AMC
B,1,1,73900.58,13:06,2/20/17,13,11:01,2/20/17,AMC
D,1,3,74036.66,11:31,2/8/17,1,11:22,2/8/17,AMC
F,1,2,74091.3,10:09,2/15/17,8,9:58,2/15/17,AMC
D,1,1,74104.2,11:31,2/8/17,1,11:22,2/8/17,AMC
A,2,2,284071.81,12:07,2/13/17,6,10:08,2/13/17,AMC
D,3,1,82033.25,13:13,2/10/17,3,11:32,2/10/17,AMC
C,2,1,74133.73,12:04,2/20/17,13,11:01,2/20/17,AMC
E,1,3,74208.11,12:23,2/15/17,8,9:58,2/15/17,AMC
F,1,1,74258.42,12:07,2/20/17,13,11:01,2/20/17,AMC
C,1,3,74311.14,12:26,2/22/17,15,9:41,2/22/17,AMC
D,1,3,74341.25,12:12,2/13/17,6,10:08,2/13/17,AMC
D,1,1,74366.85,11:20,2/15/17,8,9:58,2/15/17,AMC
D,2,1,84007.21,11:42,2/10/17,3,11:32,2/10/17,AMC
D,1,1,74407,12:26,2/22/17,15,9:41,2/22/17,AMC
E,2,1,74530.5,10:56,2/9/17,2,10:44,2/9/17,AMC
E,2,3,74633.32,12:17,2/22/17,15,9:41,2/22/17,AMC
C,2,3,74677.64,10:51,2/9/17,2,10:44,2/9/17,AMC
D,2,1,74734.31,10:47,2/13/17,6,10:08,2/13/17,AMC
D,1,3,74757.93,13:09,2/20/17,13,11:01,2/20/17,AMC
A,1,1,74759.73,11:01,2/20/17,13,11:01,2/20/17,AMC
D,2,1,74806.04,11:39,2/20/17,13,11:01,2/20/17,AMC
A,1,2,74840.96,11:23,2/8/17,1,11:22,2/8/17,AMC
D,2,3,74858.69,10:54,2/9/17,2,10:44,2/9/17,AMC
B,1,3,74860,12:23,2/22/17,15,9:41,2/22/17,AMC
E,1,3,74878.26,11:33,2/8/17,1,11:22,2/8/17,AMC
D,1,2,74905.3,11:20,2/15/17,8,9:58,2/15/17,AMC
F,1,2,74907.25,11:18,2/20/17,13,11:01,2/20/17,AMC
E,1,2,74954.21,11:44,2/10/17,3,11:32,2/10/17,AMC
B,1,1,75012.93,10:37,2/15/17,8,9:58,2/15/17,AMC
B,1,2,75087.92,10:38,2/15/17,8,9:58,2/15/17,AMC
F,1,1,75088.85,10:35,2/22/17,15,9:41,2/22/17,AMC
D,1,3,75115.19,10:41,2/15/17,8,9:58,2/15/17,AMC
D,1,2,75175.63,13:09,2/20/17,13,11:01,2/20/17,AMC
D,1,1,75227.57,13:09,2/20/17,13,11:01,2/20/17,AMC
E,1,1,75243.18,11:33,2/8/17,1,11:22,2/8/17,AMC
B,1,3,75301.85,12:09,2/13/17,6,10:08,2/13/17,AMC
E,1,2,75338.25,12:23,2/15/17,8,9:58,2/15/17,AMC
F,2,3,75481.65,9:50,2/22/17,15,9:41,2/22/17,AMC
E,1,2,75588.33,11:33,2/8/17,1,11:22,2/8/17,AMC
B,1,3,75589.39,11:35,2/10/17,3,11:32,2/10/17,AMC
C,1,2,75608.26,10:39,2/15/17,8,9:58,2/15/17,AMC
D,2,2,75671.07,12:14,2/22/17,15,9:41,2/22/17,AMC
F,1,3,75678.32,12:07,2/20/17,13,11:01,2/20/17,AMC
E,1,1,75759.18,11:23,2/15/17,8,9:58,2/15/17,AMC
E,2,3,75770.46,12:06,2/20/17,13,11:01,2/20/17,AMC
D,2,2,75795.08,10:53,2/9/17,2,10:44,2/9/17,AMC
E,2,3,75961.75,11:23,2/13/17,6,10:08,2/13/17,AMC
A,2,1,276258.34,12:07,2/13/17,6,10:08,2/13/17,AMC
A,3,3,215770,11:14,2/13/17,6,10:08,2/13/17,AMC
A,2,3,207626.6,11:13,2/13/17,6,10:08,2/13/17,AMC
B,2,2,76383.46,10:38,2/15/17,8,9:58,2/15/17,AMC
C,1,1,76422.42,11:17,2/13/17,6,10:08,2/13/17,AMC
C,1,3,76492.64,11:17,2/13/17,6,10:08,2/13/17,AMC
F,2,3,76496.82,10:52,2/13/17,6,10:08,2/13/17,AMC
D,1,3,76498.62,11:54,2/9/17,2,10:44,2/9/17,AMC
C,2,3,76569.97,10:40,2/15/17,8,9:58,2/15/17,AMC
F,1,3,76655.92,10:45,2/15/17,8,9:58,2/15/17,AMC
C,1,3,76682.78,11:18,2/15/17,8,9:58,2/15/17,AMC
D,1,3,76697.52,12:29,2/22/17,15,9:41,2/22/17,AMC
F,1,3,76719.78,11:47,2/10/17,3,11:32,2/10/17,AMC
A,2,1,76729.31,11:01,2/20/17,13,11:01,2/20/17,AMC
C,1,2,76833.88,11:52,2/9/17,2,10:44,2/9/17,AMC
C,1,2,76903.91,11:38,2/10/17,3,11:32,2/10/17,AMC
E,2,1,76948.78,11:45,2/10/17,3,11:32,2/10/17,AMC
F,1,1,77125.96,10:20,2/13/17,6,10:08,2/13/17,AMC
E,1,1,77152.26,11:56,2/9/17,2,10:44,2/9/17,AMC
E,2,2,77199.09,12:06,2/20/17,13,11:01,2/20/17,AMC
A,1,3,77295.75,11:23,2/8/17,1,11:22,2/8/17,AMC
E,1,1,77385.13,13:10,2/20/17,13,11:01,2/20/17,AMC
A,2,3,77486.53,11:03,2/20/17,13,11:01,2/20/17,AMC
D,2,2,77545.04,11:39,2/20/17,13,11:01,2/20/17,AMC
F,1,3,77721.07,11:59,2/9/17,2,10:44,2/9/17,AMC
D,2,1,77826.34,12:05,2/20/17,13,11:01,2/20/17,AMC
B,1,3,77829.92,12:19,2/15/17,8,9:58,2/15/17,AMC
B,2,1,77862.76,11:15,2/13/17,6,10:08,2/13/17,AMC
D,1,2,77922.85,11:19,2/13/17,6,10:08,2/13/17,AMC
C,2,2,77969.46,11:39,2/10/17,3,11:32,2/10/17,AMC
D,2,3,77995.21,11:40,2/20/17,13,11:01,2/20/17,AMC
F,2,1,78059.7,9:49,2/22/17,15,9:41,2/22/17,AMC
B,2,1,78112.61,11:27,2/8/17,1,11:22,2/8/17,AMC
B,1,2,78192,11:15,2/15/17,8,9:58,2/15/17,AMC
A,1,1,78238.27,11:22,2/8/17,1,11:22,2/8/17,AMC
B,1,1,78300.64,11:34,2/10/17,3,11:32,2/10/17,AMC
C,2,2,78391.54,11:38,2/20/17,13,11:01,2/20/17,AMC
A,2,2,78392.75,11:02,2/20/17,13,11:01,2/20/17,AMC
B,1,1,78405.31,11:14,2/15/17,8,9:58,2/15/17,AMC
B,2,1,78418.78,11:36,2/20/17,13,11:01,2/20/17,AMC
C,1,3,78469.45,12:03,2/8/17,1,11:22,2/8/17,AMC
D,2,3,78626.22,11:32,2/8/17,1,11:22,2/8/17,AMC
B,2,3,78688.6,10:38,2/15/17,8,9:58,2/15/17,AMC
D,1,1,78715.68,12:22,2/15/17,8,9:58,2/15/17,AMC
F,2,3,78877.71,10:10,2/15/17,8,9:58,2/15/17,AMC
E,2,3,78924.75,10:44,2/15/17,8,9:58,2/15/17,AMC
E,2,3,78998.14,11:45,2/10/17,3,11:32,2/10/17,AMC
C,1,1,79001.72,11:17,2/15/17,8,9:58,2/15/17,AMC
E,2,2,79248.81,10:44,2/15/17,8,9:58,2/15/17,AMC
B,1,3,79338.85,12:00,2/8/17,1,11:22,2/8/17,AMC
D,2,1,79340.68,10:42,2/15/17,8,9:58,2/15/17,AMC
B,2,2,79555.11,11:15,2/13/17,6,10:08,2/13/17,AMC
A,2,2,79562.2,11:24,2/8/17,1,11:22,2/8/17,AMC
E,1,1,79852.68,11:21,2/13/17,6,10:08,2/13/17,AMC
D,2,2,79859.5,12:05,2/20/17,13,11:01,2/20/17,AMC
E,1,1,79896.68,12:31,2/10/17,3,11:32,2/10/17,AMC
D,2,2,79917.66,11:32,2/8/17,1,11:22,2/8/17,AMC
E,2,1,79931.34,11:22,2/13/17,6,10:08,2/13/17,AMC
D,1,2,79949.64,11:54,2/9/17,2,10:44,2/9/17,AMC
D,2,1,79991.85,11:32,2/8/17,1,11:22,2/8/17,AMC
A,1,1,80003.41,9:58,2/15/17,8,9:58,2/15/17,AMC
F,1,2,80127.16,10:35,2/22/17,15,9:41,2/22/17,AMC
E,2,1,80190.89,12:15,2/22/17,15,9:41,2/22/17,AMC
F,2,1,80313.64,13:16,2/10/17,3,11:32,2/10/17,AMC
E,1,1,80337.07,12:23,2/15/17,8,9:58,2/15/17,AMC
E,2,2,80399.04,11:23,2/13/17,6,10:08,2/13/17,AMC
C,2,1,80439.82,10:45,2/13/17,6,10:08,2/13/17,AMC
C,1,2,80543.06,11:17,2/15/17,8,9:58,2/15/17,AMC
D,1,3,80586.98,11:20,2/15/17,8,9:58,2/15/17,AMC
F,1,2,80589.2,12:16,2/13/17,6,10:08,2/13/17,AMC
C,2,3,80668.54,11:38,2/20/17,13,11:01,2/20/17,AMC
A,2,1,80678.82,11:23,2/8/17,1,11:22,2/8/17,AMC
D,1,2,80812.64,12:22,2/15/17,8,9:58,2/15/17,AMC
C,3,1,81006.18,12:28,2/10/17,3,11:32,2/10/17,AMC
C,1,3,81148.75,12:21,2/15/17,8,9:58,2/15/17,AMC
E,2,1,81163.5,10:43,2/15/17,8,9:58,2/15/17,AMC
C,2,1,81289.6,11:29,2/8/17,1,11:22,2/8/17,AMC
C,1,2,81392.32,12:02,2/8/17,1,11:22,2/8/17,AMC
B,2,2,81418.68,11:36,2/20/17,13,11:01,2/20/17,AMC
E,1,3,81434.88,11:56,2/9/17,2,10:44,2/9/17,AMC
C,2,2,81497.55,11:30,2/8/17,1,11:22,2/8/17,AMC
B,1,1,81566.98,11:14,2/13/17,6,10:08,2/13/17,AMC
B,2,2,81735.72,11:27,2/8/17,1,11:22,2/8/17,AMC
D,1,1,86660.52,12:29,2/10/17,3,11:32,2/10/17,AMC
F,2,3,82036.78,11:48,2/10/17,3,11:32,2/10/17,AMC
C,2,1,82118.71,12:11,2/22/17,15,9:41,2/22/17,AMC
F,3,3,82159.91,12:36,2/10/17,3,11:32,2/10/17,AMC
C,1,1,82198.75,12:02,2/8/17,1,11:22,2/8/17,AMC
A,1,2,82316.19,9:58,2/15/17,8,9:58,2/15/17,AMC
B,2,3,82357.6,11:15,2/13/17,6,10:08,2/13/17,AMC
E,2,2,82376.82,11:34,2/8/17,1,11:22,2/8/17,AMC
B,1,1,82513.93,12:00,2/8/17,1,11:22,2/8/17,AMC
D,1,2,82615.61,12:12,2/13/17,6,10:08,2/13/17,AMC
D,2,2,82679.6,10:42,2/15/17,8,9:58,2/15/17,AMC
F,2,3,82699.93,12:35,2/10/17,3,11:32,2/10/17,AMC
C,1,3,82738.69,12:10,2/13/17,6,10:08,2/13/17,AMC
A,2,2,82743.5,9:42,2/22/17,15,9:41,2/22/17,AMC
F,1,2,82753,10:45,2/15/17,8,9:58,2/15/17,AMC
F,3,3,82755.18,11:49,2/10/17,3,11:32,2/10/17,AMC
D,2,1,82797.16,12:13,2/22/17,15,9:41,2/22/17,AMC
D,2,3,82834.6,12:05,2/20/17,13,11:01,2/20/17,AMC
C,2,2,82852.4,12:04,2/20/17,13,11:01,2/20/17,AMC
F,2,3,82898.5,13:39,2/10/17,3,11:32,2/10/17,AMC
E,2,3,82913.95,12:31,2/22/17,15,9:41,2/22/17,AMC
C,1,3,82965.48,10:40,2/15/17,8,9:58,2/15/17,AMC
B,2,2,83224.78,10:31,2/22/17,15,9:41,2/22/17,AMC
B,2,1,83237.03,11:15,2/15/17,8,9:58,2/15/17,AMC
A,1,1,83244.13,11:32,2/10/17,3,11:32,2/10/17,AMC
C,2,2,83311.12,11:18,2/13/17,6,10:08,2/13/17,AMC
B,1,2,83336.89,12:19,2/15/17,8,9:58,2/15/17,AMC
E,2,3,83379.7,11:34,2/8/17,1,11:22,2/8/17,AMC
B,1,1,83412,11:49,2/9/17,2,10:44,2/9/17,AMC
D,1,1,83480.88,11:54,2/9/17,2,10:44,2/9/17,AMC
E,2,2,83485.31,12:30,2/22/17,15,9:41,2/22/17,AMC
F,2,3,83553.43,13:17,2/10/17,3,11:32,2/10/17,AMC
C,2,1,83582.34,10:40,2/15/17,8,9:58,2/15/17,AMC
D,2,2,83622.65,12:28,2/22/17,15,9:41,2/22/17,AMC
D,2,3,83624.13,12:15,2/22/17,15,9:41,2/22/17,AMC
D,1,2,83663.82,12:05,2/8/17,1,11:22,2/8/17,AMC
A,1,3,83761.03,9:58,2/15/17,8,9:58,2/15/17,AMC
D,1,3,83855.38,12:05,2/8/17,1,11:22,2/8/17,AMC
D,2,1,87972.9,12:30,2/10/17,3,11:32,2/10/17,AMC
F,3,2,84023.18,11:49,2/10/17,3,11:32,2/10/17,AMC
D,1,1,84081.93,12:05,2/8/17,1,11:22,2/8/17,AMC
B,1,2,84142.93,11:50,2/9/17,2,10:44,2/9/17,AMC
C,2,1,84197.1,13:07,2/20/17,13,11:01,2/20/17,AMC
C,2,2,84337.08,10:40,2/15/17,8,9:58,2/15/17,AMC
B,2,1,84366.53,12:03,2/20/17,13,11:01,2/20/17,AMC
C,1,1,84428.7,12:10,2/13/17,6,10:08,2/13/17,AMC
C,1,1,84513.46,12:21,2/15/17,8,9:58,2/15/17,AMC
E,2,1,84560.63,11:34,2/8/17,1,11:22,2/8/17,AMC
B,1,1,84775.39,12:19,2/15/17,8,9:58,2/15/17,AMC
B,1,3,84841.73,11:50,2/9/17,2,10:44,2/9/17,AMC
D,3,3,84861.23,10:16,2/13/17,6,10:08,2/13/17,AMC
F,1,1,84955.6,11:43,2/20/17,13,11:01,2/20/17,AMC
C,3,2,84957.82,10:14,2/13/17,6,10:08,2/13/17,AMC
F,2,3,84982.25,11:18,2/20/17,13,11:01,2/20/17,AMC
E,2,1,85010.21,13:10,2/20/17,13,11:01,2/20/17,AMC
C,2,2,85054.11,12:12,2/22/17,15,9:41,2/22/17,AMC
F,1,3,85065.68,12:19,2/22/17,15,9:41,2/22/17,AMC
E,2,1,85193.4,12:32,2/10/17,3,11:32,2/10/17,AMC
B,1,2,85301.69,12:00,2/8/17,1,11:22,2/8/17,AMC
E,1,3,85305.06,12:07,2/8/17,1,11:22,2/8/17,AMC
D,2,3,85516.25,10:42,2/15/17,8,9:58,2/15/17,AMC
C,1,2,85591.45,12:21,2/15/17,8,9:58,2/15/17,AMC
F,3,3,85609.21,13:17,2/10/17,3,11:32,2/10/17,AMC
C,2,3,85629.84,12:13,2/22/17,15,9:41,2/22/17,AMC
D,2,2,85735.19,11:20,2/13/17,6,10:08,2/13/17,AMC
C,2,3,85848.08,12:11,2/13/17,6,10:08,2/13/17,AMC
E,1,1,86141.54,12:07,2/8/17,1,11:22,2/8/17,AMC
C,1,1,86250.38,12:27,2/10/17,3,11:32,2/10/17,AMC
F,2,1,86344.71,13:38,2/10/17,3,11:32,2/10/17,AMC
C,2,3,86495.64,12:04,2/20/17,13,11:01,2/20/17,AMC
C,2,1,86630.47,11:39,2/10/17,3,11:32,2/10/17,AMC
D,3,1,88336.77,13:36,2/10/17,3,11:32,2/10/17,AMC
D,2,1,86736.28,11:20,2/13/17,6,10:08,2/13/17,AMC
E,1,2,86742.2,12:07,2/8/17,1,11:22,2/8/17,AMC
B,2,1,86797.71,12:09,2/22/17,15,9:41,2/22/17,AMC
D,1,3,86830.35,12:22,2/15/17,8,9:58,2/15/17,AMC
F,1,3,86880,11:26,2/15/17,8,9:58,2/15/17,AMC
F,1,1,86955.46,10:09,2/15/17,8,9:58,2/15/17,AMC
F,3,3,87426.01,13:39,2/10/17,3,11:32,2/10/17,AMC
F,1,2,87460.51,11:45,2/20/17,13,11:01,2/20/17,AMC
B,2,3,87492.57,10:32,2/22/17,15,9:41,2/22/17,AMC
E,2,3,87596.15,12:15,2/13/17,6,10:08,2/13/17,AMC
C,3,1,87606.64,10:51,2/9/17,2,10:44,2/9/17,AMC
B,2,2,87640.46,11:15,2/15/17,8,9:58,2/15/17,AMC
D,3,1,90349.53,11:43,2/10/17,3,11:32,2/10/17,AMC
B,2,3,87995.31,11:37,2/20/17,13,11:01,2/20/17,AMC
E,1,1,88087.31,12:13,2/13/17,6,10:08,2/13/17,AMC
A,2,3,88087.53,11:24,2/8/17,1,11:22,2/8/17,AMC
A,1,3,88146.07,11:32,2/10/17,3,11:32,2/10/17,AMC
D,1,1,95299.66,13:12,2/10/17,3,11:32,2/10/17,AMC
E,2,3,88341.9,11:24,2/15/17,8,9:58,2/15/17,AMC
B,2,2,88467.3,12:03,2/20/17,13,11:01,2/20/17,AMC
D,1,1,99847.28,13:34,2/10/17,3,11:32,2/10/17,AMC
C,1,3,88482.84,12:30,2/8/17,1,11:22,2/8/17,AMC
D,2,1,101927.77,13:12,2/10/17,3,11:32,2/10/17,AMC
A,2,1,88585.86,9:58,2/15/17,8,9:58,2/15/17,AMC
E,2,1,88750.59,12:30,2/22/17,15,9:41,2/22/17,AMC
E,1,1,88829.83,13:14,2/10/17,3,11:32,2/10/17,AMC
F,1,3,88881.66,13:14,2/20/17,13,11:01,2/20/17,AMC
A,1,2,89013.75,11:32,2/10/17,3,11:32,2/10/17,AMC
A,2,1,89338.93,9:42,2/22/17,15,9:41,2/22/17,AMC
F,1,1,89430.33,12:17,2/22/17,15,9:41,2/22/17,AMC
D,3,3,89688.81,10:48,2/13/17,6,10:08,2/13/17,AMC
F,3,1,89716.12,12:35,2/10/17,3,11:32,2/10/17,AMC
B,2,2,89897.03,11:36,2/10/17,3,11:32,2/10/17,AMC
C,2,1,89964.14,12:24,2/22/17,15,9:41,2/22/17,AMC
B,1,3,89964.83,12:27,2/8/17,1,11:22,2/8/17,AMC
C,2,3,90198.18,11:19,2/15/17,8,9:58,2/15/17,AMC
C,1,2,90205.32,12:29,2/8/17,1,11:22,2/8/17,AMC
A,2,2,90341.07,9:58,2/15/17,8,9:58,2/15/17,AMC
D,2,1,109457.4,13:35,2/10/17,3,11:32,2/10/17,AMC
B,3,2,90390.25,11:37,2/10/17,3,11:32,2/10/17,AMC
C,3,3,90438.07,10:52,2/9/17,2,10:44,2/9/17,AMC
D,2,3,90481.07,11:20,2/13/17,6,10:08,2/13/17,AMC
E,2,3,90870.36,13:11,2/20/17,13,11:01,2/20/17,AMC
D,2,1,90992.91,11:21,2/15/17,8,9:58,2/15/17,AMC
F,3,2,91027.12,12:01,2/9/17,2,10:44,2/9/17,AMC
E,3,2,91044.25,10:57,2/9/17,2,10:44,2/9/17,AMC
B,3,1,91048.39,10:48,2/9/17,2,10:44,2/9/17,AMC
C,3,2,91055.1,10:52,2/9/17,2,10:44,2/9/17,AMC
E,2,2,91314.29,13:11,2/20/17,13,11:01,2/20/17,AMC
F,3,2,91325.52,12:57,2/9/17,2,10:44,2/9/17,AMC
B,1,1,91328.47,12:09,2/13/17,6,10:08,2/13/17,AMC
B,1,1,91350.23,12:27,2/8/17,1,11:22,2/8/17,AMC
C,1,1,91460.64,12:47,2/9/17,2,10:44,2/9/17,AMC
E,2,2,91473.32,11:24,2/15/17,8,9:58,2/15/17,AMC
C,3,2,91557.67,10:46,2/13/17,6,10:08,2/13/17,AMC
D,2,1,91569.94,12:28,2/22/17,15,9:41,2/22/17,AMC
B,2,3,91615.14,11:36,2/10/17,3,11:32,2/10/17,AMC
D,2,1,91737.89,13:09,2/20/17,13,11:01,2/20/17,AMC
F,3,2,91748.35,13:21,2/9/17,2,10:44,2/9/17,AMC
B,2,1,92019,11:35,2/10/17,3,11:32,2/10/17,AMC
E,1,1,92266.56,13:36,2/10/17,3,11:32,2/10/17,AMC
D,2,2,92288.36,13:09,2/20/17,13,11:01,2/20/17,AMC
E,3,1,92423.55,11:46,2/10/17,3,11:32,2/10/17,AMC
C,2,2,92576.89,12:25,2/22/17,15,9:41,2/22/17,AMC
F,3,2,92662.14,11:01,2/9/17,2,10:44,2/9/17,AMC
B,2,3,92723.05,11:16,2/15/17,8,9:58,2/15/17,AMC
E,3,3,92848.91,11:46,2/10/17,3,11:32,2/10/17,AMC
C,3,3,92949.39,10:14,2/13/17,6,10:08,2/13/17,AMC
A,2,3,93132.68,9:59,2/15/17,8,9:58,2/15/17,AMC
E,2,2,93364.96,12:14,2/13/17,6,10:08,2/13/17,AMC
D,3,3,93389.56,10:55,2/9/17,2,10:44,2/9/17,AMC
A,2,2,93419.12,10:45,2/9/17,2,10:44,2/9/17,AMC
D,1,2,93463.26,12:32,2/8/17,1,11:22,2/8/17,AMC
F,1,2,93465.44,12:07,2/20/17,13,11:01,2/20/17,AMC
F,3,1,93616.6,12:00,2/9/17,2,10:44,2/9/17,AMC
B,3,1,93694.07,9:43,2/22/17,15,9:41,2/22/17,AMC
D,3,1,93752.9,10:54,2/9/17,2,10:44,2/9/17,AMC
B,2,1,93819.28,12:25,2/10/17,3,11:32,2/10/17,AMC
D,1,1,93862.93,12:31,2/8/17,1,11:22,2/8/17,AMC
C,2,1,94080.68,12:28,2/10/17,3,11:32,2/10/17,AMC
F,1,3,94254.12,12:56,2/9/17,2,10:44,2/9/17,AMC
A,2,3,94313.71,10:46,2/9/17,2,10:44,2/9/17,AMC
D,2,3,94330.18,12:29,2/22/17,15,9:41,2/22/17,AMC
F,3,3,94390.2,11:02,2/9/17,2,10:44,2/9/17,AMC
C,2,1,94698.87,11:18,2/15/17,8,9:58,2/15/17,AMC
A,1,3,206813.93,12:07,2/13/17,6,10:08,2/13/17,AMC
F,2,3,94815.62,11:26,2/13/17,6,10:08,2/13/17,AMC
D,3,2,94824.61,9:47,2/22/17,15,9:41,2/22/17,AMC
F,1,2,94953,11:26,2/15/17,8,9:58,2/15/17,AMC
F,3,1,94969.6,13:20,2/9/17,2,10:44,2/9/17,AMC
F,3,3,95130.96,10:22,2/13/17,6,10:08,2/13/17,AMC
F,3,3,95222.74,10:52,2/13/17,6,10:08,2/13/17,AMC
F,3,1,95251.36,12:57,2/9/17,2,10:44,2/9/17,AMC
C,3,1,95269.87,11:30,2/8/17,1,11:22,2/8/17,AMC
B,1,1,95293.75,12:25,2/10/17,3,11:32,2/10/17,AMC
D,1,2,74128.74,11:41,2/10/17,3,11:32,2/10/17,AMC
D,1,3,95355.68,12:32,2/8/17,1,11:22,2/8/17,AMC
F,3,1,95517.84,11:48,2/10/17,3,11:32,2/10/17,AMC
E,2,1,95523.46,13:15,2/10/17,3,11:32,2/10/17,AMC
F,3,1,95566.85,11:01,2/9/17,2,10:44,2/9/17,AMC
B,3,3,95576.14,11:37,2/10/17,3,11:32,2/10/17,AMC
E,2,1,95630.53,12:14,2/13/17,6,10:08,2/13/17,AMC
E,2,1,95642.89,11:23,2/15/17,8,9:58,2/15/17,AMC
C,2,1,95656.6,11:18,2/13/17,6,10:08,2/13/17,AMC
B,2,1,95673.17,12:09,2/13/17,6,10:08,2/13/17,AMC
F,3,1,95826.97,12:37,2/8/17,1,11:22,2/8/17,AMC
F,3,1,95967.87,12:11,2/8/17,1,11:22,2/8/17,AMC
D,3,2,96093.89,10:16,2/13/17,6,10:08,2/13/17,AMC
E,1,3,96108,12:34,2/8/17,1,11:22,2/8/17,AMC
B,1,2,96111.52,12:27,2/8/17,1,11:22,2/8/17,AMC
C,3,2,96210.02,11:40,2/10/17,3,11:32,2/10/17,AMC
C,2,3,96310.59,12:26,2/22/17,15,9:41,2/22/17,AMC
F,3,1,96327.31,11:37,2/8/17,1,11:22,2/8/17,AMC
E,1,1,96390.3,12:34,2/8/17,1,11:22,2/8/17,AMC
B,2,2,96411.11,12:09,2/13/17,6,10:08,2/13/17,AMC
E,3,3,96504.46,10:57,2/9/17,2,10:44,2/9/17,AMC
B,3,1,96505.53,12:26,2/10/17,3,11:32,2/10/17,AMC
F,3,1,96595.78,10:10,2/15/17,8,9:58,2/15/17,AMC
C,3,1,96651.14,11:40,2/10/17,3,11:32,2/10/17,AMC
E,1,2,96818.86,12:34,2/8/17,1,11:22,2/8/17,AMC
D,2,2,96860.15,11:21,2/15/17,8,9:58,2/15/17,AMC
F,1,3,96907.18,12:34,2/10/17,3,11:32,2/10/17,AMC
F,3,1,96941,13:19,2/8/17,1,11:22,2/8/17,AMC
D,3,2,97123.25,10:33,2/22/17,15,9:41,2/22/17,AMC
A,3,1,97250.17,10:46,2/9/17,2,10:44,2/9/17,AMC
B,3,1,97257.6,11:51,2/9/17,2,10:44,2/9/17,AMC
F,1,3,97511.57,12:33,2/22/17,15,9:41,2/22/17,AMC
C,3,2,97702.75,11:30,2/8/17,1,11:22,2/8/17,AMC
F,2,2,97718.95,12:35,2/10/17,3,11:32,2/10/17,AMC
B,2,1,97721.26,12:19,2/15/17,8,9:58,2/15/17,AMC
E,1,3,97963.84,12:54,2/9/17,2,10:44,2/9/17,AMC
E,1,1,98001.6,12:53,2/9/17,2,10:44,2/9/17,AMC
B,3,2,98061.63,11:06,2/20/17,13,11:01,2/20/17,AMC
B,3,2,98100.27,10:49,2/9/17,2,10:44,2/9/17,AMC
F,3,3,98160.37,11:27,2/13/17,6,10:08,2/13/17,AMC
B,3,2,98204.31,10:12,2/13/17,6,10:08,2/13/17,AMC
E,2,1,98224.09,13:37,2/10/17,3,11:32,2/10/17,AMC
A,3,3,98256.82,11:25,2/8/17,1,11:22,2/8/17,AMC
C,3,1,98399.85,13:11,2/10/17,3,11:32,2/10/17,AMC
F,3,1,98440.33,10:21,2/13/17,6,10:08,2/13/17,AMC
C,2,2,98474.57,13:08,2/20/17,13,11:01,2/20/17,AMC
